species,genus,binom,family,order,class
alba,Rhynchospora,Rhynchospora alba,Cyperaceae,Poales,Liliopsida
pneumonanthe,Gentiana,Gentiana pneumonanthe,Gentianaceae,Gentianales,Magnoliopsida
inundata,Lycopodiella,Lycopodiella inundata,Lycopodiaceae,Lycopodiales,Lycopodiopsida
fusca,Rhynchospora,Rhynchospora fusca,Cyperaceae,Poales,Liliopsida
rotundifolia,Drosera,Drosera rotundifolia,Droseraceae,Caryophyllales,Magnoliopsida
fluitans,Eleogiton,Eleogiton fluitans,Cyperaceae,Poales,Liliopsida
ololeucos,Ranunculus,Ranunculus ololeucos,Ranunculaceae,Ranunculales,NA
natans,Luronium,Luronium natans,Alismataceae,Alismatales,Liliopsida
bulbosus,Juncus,Juncus bulbosus,Juncaceae,Poales,Magnoliopsida
edulis,Pinus,Pinus edulis,Pinaceae,Pinales,Pinopsida
utahensis,Juniperus,Juniperus utahensis,Cupressaceae,Pinales,Pinopsida
undulatus,Sceloporus,Sceloporus undulatus,Phrynosomatidae,Squamata,Reptilia
ornatus,Urosaurus,Urosaurus ornatus,Phrynosomatidae,Squamata,Reptilia
graciosus,Sceloporus,Sceloporus graciosus,Phrynosomatidae,Squamata,Reptilia
stansburiana,Uta,Uta stansburiana,Phrynosomatidae,Squamata,Reptilia
americana,Grus,Grus americana,Gruidae,Gruiformes,Aves
canadensis,Lynx,Lynx canadensis,Felidae,Carnivora,Mammalia
vison,Mustela,Mustela vison,Mustelidae,Carnivora,Mammalia
gunnii,Perameles,Perameles gunnii,Peramelidae,Peramelemorphia,Mammalia
hirsutus,Lagorchestes,Lagorchestes hirsutus,Macropodidae,Diprotodontia,Mammalia
lesueur,Bettongia,Bettongia lesueur,Potoroidae,Diprotodontia,Mammalia
lagotis,Macrotis,Macrotis lagotis,Thylacomyidae,Peramelemorphia,Mammalia
bougainville,Perameles,Perameles bougainville,Peramelidae,Peramelemorphia,Mammalia
leucoptera,Pterodroma,Pterodroma leucoptera,Procellariidae,Procellariiformes,Aves
graculina,Strepera,Strepera graculina,NA,NA,NA
umbellifera,Pisonia,Pisonia umbellifera,Nyctaginaceae,Caryophyllales,Magnoliopsida
cuniculi,Spilopsyllus,Spilopsyllus cuniculi,Pulicidae,Siphonaptera,Insecta
cunicularis,Xenopsylla,Xenopsylla cunicularis,Psyllidae,Hemiptera,NA
pratense,Melampyrum,Melampyrum pratense,Orobanchaceae,Lamiales,Magnoliopsida
athalia,Mellicta,Mellicta athalia,Nymphalidae,Lepidoptera,Insecta
aquilinum,Pteridium,Pteridium aquilinum,Pteridium,Dennstaedtiaceae,Polypodiidae
elatius,Arrenatherum,Arrenatherum elatius,NA,NA,NA
erectus,Bromus,Bromus erectus,Poaceae,Poales,NA
pelagicus,Hydrobates,Hydrobates pelagicus,Hydrobatidae,Procellariiformes,Aves
cachinnans,Larus,Larus cachinnans,Laridae,Charadriiformes,Aves
carolinensis,Poecile,Poecile carolinensis,Paridae,Passeriformes,Aves
citrea,Protonotaria,Protonotaria citrea,Parulidae,Passeriformes,Aves
aedon,Troglodytes,Troglodytes aedon,Troglodytidae,Passeriformes,Aves
edithiae,Cyclobalanopsis,Cyclobalanopsis edithiae,NA,NA,NA
pedata,Dicranopteris,Dicranopteris pedata,Dicranopteris,Gleicheniaceae,Polypodiidae
NA,Eucalypt,Eucalypt ,Fergusoninidae,Diptera,Insecta
NA,Acac,Acac ,NA,NA,NA
pinnatifida,Undaria,Undaria pinnatifida,Undaria,Alariaceae,Laminariales
NA,Undar,Undar ,NA,NA,NA
veris,Primula,Primula veris,Primulaceae,Ericales,Magnoliopsida
carolinensis,Sciurus,Sciurus carolinensis,Sciuridae,Rodentia,Mammalia
meles,Meles,Meles meles,Mustelidae,Carnivora,Mammalia
sylvaticus,Apodemus,Apodemus sylvaticus,Muridae,Rodentia,Mammalia
species,Acacia,Acacia species,Mimosaceae,Fabales,NA
punctatus,Falco,Falco punctatus,NA,NA,NA
pelagicus,Nactus,Nactus pelagicus,Gekkonidae,Squamata,Reptilia
murinus,Suncus,Suncus murinus,Crocidurinae,Soricomorpha,Mammalia
cyanura,Emoia,Emoia cyanura,Scincidae,Squamata,Reptilia
mayeri,Columba,Columba mayeri,NA,NA,NA
swarthi,Nesoryzomys,Nesoryzomys swarthi,NA,NA,NA
albemarlensis,Microlophus,Microlophus albemarlensis,NA,NA,NA
elephantopus,Geochelone,Geochelone elephantopus,NA,NA,NA
asinus,Equus,Equus asinus,Equidae,Perissodactyla,Mammalia
phaeopygia,Pterodroma,Pterodroma phaeopygia,NA,NA,NA
galapagoensis,Buteo,Buteo galapagoensis,Buteo,Accipitriformes,Aves
pygmaeus,Pipistrellus,Pipistrellus pygmaeus,Vespertilionidae,Chiroptera,NA
globulus,Eucalyptus,Eucalyptus globulus,Myrtaceae,Myrtales,NA
filifera,Washingtonia,Washingtonia filifera,Arecaceae,Arecales,Liliopsida
nathusius,Pipistrellus,Pipistrellus nathusius,Vespertilionidae,Chiroptera,NA
melampus,Martes,Martes melampus,Mustelidae,Carnivora,Mammalia
thunbergii,Machilus,Machilus thunbergii,Lauraceae,Laurales,Magnoliopsida
glauca,Quercus,Quercus glauca,Fagaceae,Fagales,NA
japonica,Styrax,Styrax japonica,Styracaceae,Ericales,Magnoliopsida
obovata,Magnolia,Magnolia obovata,Magnoliaceae,Magnoliales,Magnoliopsida
varius,Parus,Parus varius,NA,NA,NA
climacophora,Elaphe,Elaphe climacophora,Colubridae,Squamata,Reptilia
macrorhynchos,Corvus,Corvus macrorhynchos,Corvidae,Passeriformes,Aves
awokera,Picus,Picus awokera,Picidae,Piciformes,Aves
NA,Martes,Mart ,NA,NA,NA
alba,Tyto,Tyto alba,Tytonidae,Strigiformes,Aves
palmeri,Mayadestes,Mayadestes palmeri,NA,NA,NA
flammeus,Asio,Asio flammeus,Strigidae,Strigiformes,Aves
quinquefasciatus,Culex,Culex quinquefasciatus,Culicidae,Diptera,Insecta
NA,Rattus,Ratt ,NA,NA,NA
melampus,Aepyceros,Aepyceros melampus,Bovidae,Artiodactyla,Mammalia
xanthophloea,Acacia,Acacia xanthophloea,Mimosaceae,Fabales,NA
xanthopholea,Acacia,Acacia xanthopholea,Mimosaceae,Fabales,NA
africana,Loxodonto,Loxodonto africana,NA,NA,NA
burchelli,Equus,Equus burchelli,Equidae,Perissodactyla,Mammalia
taurinus,Connochaetes,Connochaetes taurinus,Bovidae,Artiodactyla,Mammalia
caffer,Syncerus,Syncerus caffer,Bovidae,Artiodactyla,Mammalia
camelopardalis,Giraffa,Giraffa camelopardalis,Giraffidae,Artiodactyla,Mammalia
incana,Alnus,Alnus incana,Betuloideae,Fagales,Magnoliopsida
ater,Molothrus,Molothrus ater,Icteridae,Passeriformes,Aves
formosus,Oporornis,Oporornis formosus,NA,NA,NA
virescens,Empidonax,Empidonax virescens,Tyrannidae,Passeriformes,Aves
canadensis,Dicentra,Dicentra canadensis,Papaveraceae,Ranunculales,Magnoliopsida
petiolata,Alliaria,Alliaria petiolata,Brassicaceae,Brassicales,Magnoliopsida
grandifolia,Fagus,Fagus grandifolia,Fagaceae,Fagales,Magnoliopsida
saccharum,Acer,Acer saccharum,Sapindaceae,Sapindales,Magnoliopsida
leptostachya,Phryma,Phryma leptostachya,Phrymaceae,Lamiales,Magnoliopsida
media,Stellaria,Stellaria media,Caryophyllaceae,Caryophyllales,Magnoliopsida
pallida,Impatiens,Impatiens pallida,Balsaminaceae,Ericales,Magnoliopsida
virginica,Claytonia,Claytonia virginica,Montiaceae,Caryophyllales,Magnoliopsida
virginianus,Odocoileus,Odocoileus virginianus,Cervidae,Artiodactyla,Mammalia
vulgaris,Sturnus,Sturnus vulgaris,Sturnidae,Passeriformes,Aves
europaeus,Lepus,Lepus europaeus,Leporidae,Lagomorpha,Mammalia
domesticus,Passer,Passer domesticus,Passeridae,Passeriformes,Aves
montanus,Passer,Passer montanus,Passeridae,Passeriformes,Aves
pyrrhula,Pyrrhula,Pyrrhula pyrrhula,Fringillidae,Passeriformes,Aves
citronella,Emberiza,Emberiza citronella,Emberizidae,Passeriformes,Aves
flavicollis,Apodemus,Apodemus flavicollis,Muridae,Rodentia,Mammalia
striata,Muscicapa,Muscicapa striata,Muscicapidae,Passeriformes,Aves
minutus,Micromys,Micromys minutus,Muridae,Rodentia,Mammalia
compressa,Porites,Porites compressa,Poritidae,Scleractinia,Anthozoa
gratilla,Tripneustes,Tripneustes gratilla,Tripneustes,Camarodonta,Echinoidea
laticincta,Platysteira,Platysteira laticincta,Platysteiridae,Passeriformes,Aves
bannermani,Tauraco,Tauraco bannermani,NA,NA,NA
tuberosum,Solanum,Solanum tuberosum,Solanaceae,Solanales,Magnoliopsida
pyracanthum,Solanum,Solanum pyracanthum,Solanaceae,Solanales,Magnoliopsida
mays,Zea,Zea mays,Poaceae,Poales,Liliopsida
guineensis,Elaeis,Elaeis guineensis,Arecaceae,Arecales,Liliopsida
paradisiaca,Musa,Musa paradisiaca,Musaceae,Zingiberales,Liliopsida
tigris,Panthera,Panthera tigris,Mammalia,Carnivora,Felidae
temporaria,Rana,Rana temporaria,Ranidae,Anura,Amphibia
esculenta,Rana,Rana esculenta,Ranidae,Anura,Amphibia
trutta,Salmo,Salmo trutta,Salmonidae,Salmoniformes,Actinopterygii
erectum,Sparganium,Sparganium erectum,Typhaceae,Poales,Liliopsida
lacustris,Schoenoplectus,Schoenoplectus lacustris,Cyperaceae,Poales,Liliopsida
major,Lagarosiphon,Lagarosiphon major,Hydrocharitaceae,Alismatales,Liliopsida
canadensis,Elodea,Elodea canadensis,Hydrocharitaceae,Alismatales,Liliopsida
leucogaster,Sula,Sula leucogaster,Sula,Suliformes,Aves
vivesi,Myotis,Myotis vivesi,Vespertilionidae,Chiroptera,NA
auritius,Phalacrocorax,Phalacrocorax auritius,NA,NA,NA
heermanni,Larus,Larus heermanni,Laridae,Charadriiformes,Aves
aetherus,Phaethon,Phaethon aetherus,NA,NA,NA
craveri,Synthliboramphus,Synthliboramphus craveri,Alcidae,Charadriiformes,Aves
californianus,Zalophus,Zalophus californianus,Otariidae,Carnivora,Mammalia
coriacea,Dermochelys,Dermochelys coriacea,Dermochelyidae,Testudines,Reptilia
caretta,Caretta,Caretta caretta,Cheloniidae,Testudines,Reptilia
sallei,Lanelater,Lanelater sallei,Elateridae,Coleoptera,Insecta
iguana,Iguana,Iguana iguana,Iguanidae,Squamata,Reptilia
NA,NA,NA,NA,NA,NA
melodus,Charadrius,Charadrius melodus,Charadriidae,Charadriiformes,Aves
NA,Corv,Corv ,NA,NA,NA
peregrinus,Falco,Falco peregrinus,Falconidae,Falconiformes,Aves
gibbosus,Lepomis,Lepomis gibbosus,Centrarchidae,Perciformes,Actinopterygii
nebulosus,Ameiurus,Ameiurus nebulosus,Ictaluridae,Siluriformes,Actinopterygii
merula,Turdus,Turdus merula,Turdidae,Passeriformes,Aves
modularis,Prunella,Prunella modularis,Prunellidae,Passeriformes,Aves
chloris,Carduelis,Carduelis chloris,NA,NA,NA
citrinella,Emberiza,Emberiza citrinella,Emberizidae,Passeriformes,Aves
colchicus,Phasianus,Phasianus colchicus,Phasianidae,Galliformes,Aves
album,Sinapis,Sinapis album,Brassicaceae,Brassicales,NA
oleracea,Brassica,Brassica oleracea,Brassicaceae,Brassicales,Magnoliopsida
biennis,Oenothera,Oenothera biennis,Onagraceae,Myrtales,Magnoliopsida
fullonum,Dipsacus,Dipsacus fullonum,Caprifoliaceae,Dipsacales,Magnoliopsida
intybus,Cichorium,Cichorium intybus,Asteraceae,Asterales,NA
carduelis,Carduelis,Carduelis carduelis,Fringillidae,Passeriformes,Aves
aestivum,Triticum,Triticum aestivum,Poaceae,Poales,Liliopsida
hexaploide,Triticale,Triticale hexaploide,NA,NA,NA
effusum,Panicum,Panicum effusum,Poaceae,Poales,Liliopsida
annuus,Helianthus,Helianthus annuus,Asteraceae,Asterales,NA
cristatus,Triturus,Triturus cristatus,Poaceae,Poales,Liliopsida
major,Plantago,Plantago major,Plantaginaceae,Lamiales,NA
occidentalis,Thuja,Thuja occidentalis,Cupressaceae,Pinales,NA
glauca,Picea,Picea glauca,Pinaceae,Pinales,Pinopsida
resinosa,Pinus,Pinus resinosa,Pinaceae,Pinales,Pinopsida
papyrifera,Betula,Betula papyrifera,Betuloideae,Fagales,Magnoliopsida
grandidentata,Populus,Populus grandidentata,Saliaceae,Malphigiales,Magnoliopsida
banksiana,Pinus,Pinus banksiana,Pinaceae,Pinales,Pinopsida
cornuta,Corylus,Corylus cornuta,Betulaceae,Fagales,NA
balsamea,Abies,Abies balsamea,Abies balsamea,Abies,Pinaceae
aurantiacum,Hieracium,Hieracium aurantiacum,Asteraceae,Asterales,Magnoliopsida
taxifolia,Caulerpa,Caulerpa taxifolia,Caulerpaceae,Bryopsidales,Ulvophyceae
capricorni,Zostera,Zostera capricorni,Zosteraceae,Alismatales,Liliopsida
arctos,Ursus,Ursus arctos,Ursidae,Carnivora,Mammalia
lupus,Canis,Canis lupus,Canidae,Carnivora,Mammalia
imbricata,Eretmochelys,Eretmochelys imbricata,Cheloniidae,Testudines,Reptilia
familiaris,Canis,Canis familiaris,Canidae,Carnivora,Mammalia
junciformis,Aristida,Aristida junciformis,Poaceae,Poales,Liliopsida
excavatus,Cymbopogon,Cymbopogon excavatus,Poaceae,Poales,NA
leucothrix,Tristachya,Tristachya leucothrix,Poaceae,Poales,Liliopsida
triandra,Themeda,Themeda triandra,Poaceae,Poales,Liliopsida
amplectens,Diheteropogon,Diheteropogon amplectens,Poaceae,Poales,Liliopsida
falx,Harpochloa,Harpochloa falx,Poaceae,Poales,Liliopsida
capensis,Koeleria,Koeleria capensis,Poaceae,Poales,Liliopsida
plurinodis,Cymbopogon,Cymbopogon plurinodis,Poaceae,Poales,NA
peronii,Limnodynastes,Limnodynastes peronii,Amaranthaceae,Caryophyllales,Magnoliopsida
palustris,Oryxomys,Oryxomys palustris,Amaranthaceae,Caryophyllales,Magnoliopsida
virginianus,Didelphis,Didelphis virginianus,Amaranthaceae,Caryophyllales,Magnoliopsida
mississippiensis,Alligator,Alligator mississippiensis,Alligator mississippiensis,Crocodylia,Reptilia
novemcinctus,Dasypus,Dasypus novemcinctus,Dasypodinae,Cingulata,Mammalia
canadensis,Lutra,Lutra canadensis,Amaranthaceae,Caryophyllales,Magnoliopsida
palustris,Sylvilagus,Sylvilagus palustris,Amaranthaceae,Caryophyllales,Magnoliopsida
leucorhoa,Oceanodroma,Oceanodroma leucorhoa,Hydrobatidae,Procellariiformes,Aves
terrestris,Arvicola,Arvicola terrestris,Cricetidae,Rodentia,Mammalia
coypus,Myocaster,Myocaster coypus,NA,NA,NA
papua,Pygoscelis,Pygoscelis papua,Spheniscidae,Sphenisciformes,Aves
rubens,Bryum,Bryum rubens,Bryaceae,Bryales,Bryopsida
introflexus,Campylopus,Campylopus introflexus,Leucobryaceae,Dicranales,Bryopsida
formosum,Polytrichum,Polytrichum formosum,Polytrichaceae,Polytrichales,Polytrichopsida
infaustus,Perisoreus,Perisoreus infaustus,Corvidae,Passeriformes,Aves
divaricata,Evernia,Evernia divaricata,Parmeliaceae,Lecanorales,Lecanoromycetes
NA,Sterna,Ster ,NA,NA,NA
opisthomelas,Puffinus,Puffinus opisthomelas,Procellariidae,Procellariiformes,Aves
puffinus,Puffinus,Puffinus puffinus,Procellariidae,Procellariiformes,Aves
undulata,Chlamydotis,Chlamydotis undulata,NA,NA,NA
plyphemus,Gopherus,Gopherus plyphemus,NA,NA,NA
stytaciflua,Liquidambar,Liquidambar stytaciflua,NA,NA,NA
eugenii,Macro,Macro eugenii,NA,NA,NA
cornix,Corvus,Corvus cornix,Corvidae,Passeriformes,Aves
vanzoi,Cnemidophorus,Cnemidophorus vanzoi,NA,NA,NA
auropunctatus,Herpestes,Herpestes auropunctatus,Herpestidae,Carnivora,Mammalia
citrifolia,Tabernaemontana,Tabernaemontana citrifolia,Apocynaceae,Gentianales,Magnoliopsida
mancinella,Hippomane,Hippomane mancinella,Euphorbiaceae,Malpighiales,Magnoliopsida
camera,Lantana,Lantana camera,Verbenaceae,Lamiales,Magnoliopsida
jamaicensis,Stachytarpeta,Stachytarpeta jamaicensis,NA,NA,NA
micostachym,Schizacyrium,Schizacyrium micostachym,NA,NA,NA
fascicularis,Macaca,Macaca fascicularis,Cercopithecidae,Primates,Mammalia
risoria,Streptopelia,Streptopelia risoria,NA,NA,NA
norvegicus,Rattus,Rattus norvegicus,Muridae,Rodentia,Mammalia
domesticus,Passser,Passser domesticus,NA,NA,NA
canariensis,Phalaris,Phalaris canariensis,Poaceae,Poales,Liliopsida
culinaris,Lens,Lens culinaris,Fabaceae,Fabales,NA
sativum,Pisam,Pisam sativum,NA,NA,NA
picturata,Streptopelia,Streptopelia picturata,NA,NA,NA
astrild,Estrilda,Estrilda astrild,Estrildidae,Passeriformes,Aves
tristis,Acridotheres,Acridotheres tristis,Sturnidae,Passeriformes,Aves
madagascariensis,Foudia,Foudia madagascariensis,NA,NA,NA
lentiscus,Pistacia,Pistacia lentiscus,Anacardiaceae,Sapindales,Magnoliopsida
tricoccum,Allium,Allium tricoccum,Amaryllidaceae,Asparagales,NA
macrocarpa,Cupressus,Cupressus macrocarpa,Pinidae,Cupressus,Cupressaceae
radiate,Pinus,Pinus radiate,Pinaceae,Pinales,Pinopsida
solandri,Nothofagus,Nothofagus solandri,Nothofagaceae,Fagales,Magnoliopsida
obsesa,Nuncia,Nuncia obsesa,NA,NA,NA
cuspidate,Algidia,Algidia cuspidate,NA,NA,NA
densiflora,Spartina,Spartina densiflora,Poaceae,Poales,Magnoliopsida
acutus,Juncus,Juncus acutus,Juncaceae,Poales,Magnoliopsida
maluroides,Spartonoica,Spartonoica maluroides,Furnariidae,Passeriformes,Aves
NA,Juncus,Junc ,NA,NA,NA
NA,Spartina,Sparti ,NA,NA,NA
occidentalis,Pelecanus,Pelecanus occidentalis,Pelecanidae,Pelecaniformes,Aves
nebouxii,Sula,Sula nebouxii,Sula,Suliformes,Aves
magnificens,Fregata,Fregata magnificens,Fregata,Suliformes,Aves
aethereus,Phaethon,Phaethon aethereus,Phaethon,Phaethontiformes,Aves
fuscata,Sterna,Sterna fuscata,NA,NA,NA
stolidus,Anous,Anous stolidus,Laridae,Charadriiformes,Aves
sula,Sula,Sula sula,Sula,Suliformes,Aves
tapia,Crataeva,Crataeva tapia,Capparaceae,Brassicales,Magnoliopsida
schelechandalii,Euphorbia,Euphorbia schelechandalii,NA,NA,NA
officinarum,Saccharum,Saccharum officinarum,Poaceae,Poales,NA
comosus,Ananas,Ananas comosus,Bromeliaceae,Poales,Liliopsida
aurantifolia,Citrus,Citrus aurantifolia,Rutaceae,Sapindales,Magnoliopsida
pectinata,Ctenosaura,Ctenosaura pectinata,Iguanidae,Squamata,Reptilia
compressus,Coenobita,Coenobita compressus,NA,NA,NA
NA,Gecarcin,Gecarcin ,NA,NA,NA
europaeus,Ulex,Ulex europaeus,Fabaceae,Fabales,Magnoliopsida
guntheri,Sphenodon,Sphenodon guntheri,NA,NA,NA
NA,Mimope,Mimope ,NA,NA,NA
pallipes,Austropotamobius,Austropotamobius pallipes,Astacidae,Decapoda,Malacostraca
leniusculus,Pacifastacus,Pacifastacus leniusculus,Astacidae,Decapoda,Malacostraca
eriopoda,Bouteloua,Bouteloua eriopoda,Poaceae,Poales,NA
sarothrae,Gutierrezia,Gutierrezia sarothrae,Asteraceae,Asterales,Magnoliopsida
pulchellus,Tridens,Tridens pulchellus,NA,NA,NA
alba,Abies,Abies alba,Abies alba,Abies,Pinaceae
decidua,Larix,Larix decidua,Pinaceae,Pinales,Pinopsida
austalis,Petroica,Petroica austalis,NA,NA,NA
owenii,Apteryx,Apteryx owenii,Apteryx,Apterygiformes,Aves
aucklandica,Anas,Anas aucklandica,Anatidae,Anseriformes,Aves
novaezelandiae,Cyanoramphus,Cyanoramphus novaezelandiae,Psittaculidae,Psittaciformes,Aves
albicilla,Mohoua,Mohoua albicilla,Mohouidae,Passeriformes,Aves
sandwicense,Nototrichium,Nototrichium sandwicense,Amaranthaceae,Caryophyllales,Magnoliopsida
sandwicensis,Diospyros,Diospyros sandwicensis,Ebenaceae,Ericales,Magnoliopsida
setaceum,Penisetum,Penisetum setaceum,NA,NA,NA
setaceum,Pennisetum,Pennisetum setaceum,Poaceae,Poales,Liliopsida
hawaiiensis,Cnavalia,Cnavalia hawaiiensis,NA,NA,NA
orbicularis,Cocculus,Cocculus orbicularis,NA,NA,NA
tremula,Populus,Populus tremula,Saliaceae,Malphigiales,Magnoliopsida
sativa,Oryza,Oryza sativa,Poaceae,Poales,Monocots
clarkii,Procambarus,Procambarus clarkii,Cambaridae,Decapoda,Malacostraca
setacea,Isoetes,Isoetes setacea,Isoetaceae,Isoetales,Lycopodiopsida
coerulescens,Aphelocoma,Aphelocoma coerulescens,Corvidae,Passeriformes,Aves
australis,Petroica,Petroica australis,Petroicidae,Passeriformes,Aves
betulus,Carpinus,Carpinus betulus,Coryloideae,Fagales,Magnoliopsida
procera,Ulmus,Ulmus procera,Ulmaceae,Rosales,Magnoliopsida
pinnatum,Brachypodium,Brachypodium pinnatum,Poaceae,Poales,Liliopsida
purum,Scleropodium,Scleropodium purum,NA,NA,NA
affine,Plagiomnium,Plagiomnium affine,Mniaceae,Bryales,Bryopsida
matricarioides,Matricaria,Matricaria matricarioides,Asteraceae,Asterales,Magnoliopsida
inodorum,Tripleurospermum,Tripleurospermum inodorum,Asteraceae,Asterales,Magnoliopsida
aviculare,Polygonum,Polygonum aviculare,Polygonaceae,Polygonales,Magnoliopsida
adalberti,Aquila,Aquila adalberti,NA,NA,NA
crossopterum,Etheostoma,Etheostoma crossopterum,Percidae,Perciformes,Actinopterygii
forbesi,Etheostoma,Etheostoma forbesi,Percidae,Perciformes,Actinopterygii
canadensis,Linaria,Linaria canadensis,Linaria,Lamiales,Magnoliopsida
coenia,Junonia,Junonia coenia,Nymphalidae,Lepidoptera,Insecta
purpurea,Gerardia,Gerardia purpurea,NA,NA,NA
tuberosa,Asclepias,Asclepias tuberosa,Apocynaceae,Gentianales,Magnoliopsida
olivacea,Lepidochelys,Lepidochelys olivacea,Cheloniidae,Testudines,Reptilia
menziesii,Pseudotsuga,Pseudotsuga menziesii,Pseudotsuga menziesii,Pseudotsuga,Pinaceae
concolor,Abies,Abies concolor,Abies concolor,Abies,Pinaceae
jeffreyi,Pinus,Pinus jeffreyi,Pinaceae,Pinales,Pinopsida
magnifica,Abies,Abies magnifica,Abies magnifica,Abies,Pinaceae
decurrens,Calocedrus,Calocedrus decurrens,Calocedrus decurrens,Calocedrus,Cupressaceae
menziesii,Arbutus,Arbutus menziesii,Ericaceae,Ericales,Magnoliopsida
xanthomus,Agelaius,Agelaius xanthomus,NA,NA,NA
bonairensis,Molothrus,Molothrus bonairensis,NA,NA,NA
tetrix,Tetrao,Tetrao tetrix,NA,NA,NA
mutus,Lagopus,Lagopus mutus,NA,NA,NA
cuvieri,Dryolimnas,Dryolimnas cuvieri,Rallidae,Gruiformes,Aves
NA,Dryolimn,Dryolimn ,NA,NA,NA
baeckeacea,Thryptomene,Thryptomene baeckeacea,NA,NA,NA
cardiophylla,Melaleuca,Melaleuca cardiophylla,Myrtaceae,Myrtales,Magnoliopsida
ligulata,Acacia,Acacia ligulata,Mimosaceae,Fabales,NA
gouldii,Varanus,Varanus gouldii,NA,NA,NA
spicata,Pimelea,Pimelea spicata,Thymelaeaceae,Malvales,Magnoliopsida
monilifera,Chrysanthemoides,Chrysanthemoides monilifera,Asteraceae,Asterales,Magnoliopsida
clandestinum,Pennisetum,Pennisetum clandestinum,Poaceae,Poales,Liliopsida
sophorae,Acacia,Acacia sophorae,Mimosaceae,Fabales,NA
mascula,Paeonia,Paeonia mascula,Paeoniaceae,Saxifragales,Magnoliopsida
calliprinos,Quercus,Quercus calliprinos,Fagaceae,Fagales,NA
palestina,Pistacia,Pistacia palestina,NA,NA,NA
hirsutus,Lagorchestis,Lagorchestis hirsutus,NA,NA,NA
sativa,Medicago,Medicago sativa,Fabaceae,Fabales,Magnoliopsida
fasciatus,Lagostrophus,Lagostrophus fasciatus,Macropodidae,Diprotodontia,Mammalia
cinerea,Procellaria,Procellaria cinerea,Procellariidae,Procellariiformes,Aves
eleginoides,Dissostichus,Dissostichus eleginoides,Nototheniidae,Perciformes,Actinopterygii
aequinoctialis,Procellaria,Procellaria aequinoctialis,Procellariidae,Procellariiformes,Aves
chlororhynchos,Thalassarche,Thalassarche chlororhynchos,Diomedeidae,Procellariiformes,Aves
effusum,Milium,Milium effusum,Poaceae,Poales,Liliopsida
brizoides,Carex,Carex brizoides,Cyperaceae,Poales,Liliopsida
bifolium,Maianthemum,Maianthemum bifolium,Maianthemum bifolium,Asparagales,Liliopsida
pilosa,Luzula,Luzula pilosa,Juncaceae,Poales,Liliopsida
concolor,Puma,Puma concolor,Felidae,Carnivora,Mammalia
schlechandalii,Euphorbia,Euphorbia schlechandalii,NA,NA,NA
clarkia,Sceloporus,Sceloporus clarkia,NA,NA,NA
immer,Gavia,Gavia immer,Gaviidae,Gaviiformes,Aves
lutra,Lutra,Lutra lutra,Mustelidae,Carnivora,Mammalia
madagascariensis,Perrierbambos,Perrierbambos madagascariensis,NA,NA,NA
yniphora,Geochelone,Geochelone yniphora,NA,NA,NA
