Scientific name,Common name,Coverage,URL
"Balanites aegyptiaca","simple-thorned torchwood",Full,https://www.cabi.org/isc/datasheet/8311/aqb
"Bambusa bambos","giant thorny bamboo",Full,https://www.cabi.org/isc/datasheet/8399/aqb
"Bambusa vulgaris","common bamboo",Full,https://www.cabi.org/isc/datasheet/8398/aqb
"Banana bunchy top virus","bunchy top of banana",Full,https://www.cabi.org/isc/datasheet/8161/aqb
"Banana streak disease",,Full,https://www.cabi.org/isc/datasheet/8548/aqb
"Barleria cristata","Philippine violet",Full,https://www.cabi.org/isc/datasheet/8509/aqb
"Barleria lupulina","hophead Philippine violet",Full,https://www.cabi.org/isc/datasheet/120108/aqb
"Barleria prionitis","porcupine flower",Full,https://www.cabi.org/isc/datasheet/8510/aqb
"Barley yellow dwarf viruses","barley yellow dwarf",Full,https://www.cabi.org/isc/datasheet/10539/aqb
"Barringtonia asiatica","sea poison tree",Full,https://www.cabi.org/isc/datasheet/8468/aqb
"Bassia hyssopifolia","fivehook bassia",Full,https://www.cabi.org/isc/datasheet/92365/aqb
"Batis maritima","saltwort",Full,https://www.cabi.org/isc/datasheet/8562/aqb
"Batrachochytrium dendrobatidis","Bd",Full,https://www.cabi.org/isc/datasheet/109124/aqb
"Batrachochytrium salamandrivorans","Bsal",Full,https://www.cabi.org/isc/datasheet/120547/aqb
"Batrachochytrium salamandrivorans infection",,Full,https://www.cabi.org/isc/datasheet/121671/aqb
"Bauhinia monandra","Napoleon's plume",Full,https://www.cabi.org/isc/datasheet/8626/aqb
"Bauhinia purpurea","purple bauhinia",Full,https://www.cabi.org/isc/datasheet/8638/aqb
"Bauhinia tomentosa","yellow bauhinia",Full,https://www.cabi.org/isc/datasheet/8652/aqb
"Bauhinia variegata","mountain ebony",Full,https://www.cabi.org/isc/datasheet/8656/aqb
"Belonesox belizanus","pike killifish",Full,https://www.cabi.org/isc/datasheet/91274/aqb
"Belonolaimus longicaudatus","sting nematode",Full,https://www.cabi.org/isc/datasheet/8892/aqb
"Bemisia tabaci","tobacco whitefly",Full,https://www.cabi.org/isc/datasheet/8927/aqb
"Bemisia tabaci (MEAM1)","silverleaf whitefly",Full,https://www.cabi.org/isc/datasheet/8925/aqb
"Bemisia tabaci (MED)","silverleaf whitefly",Full,https://www.cabi.org/isc/datasheet/112682/aqb
"Benthic zone (habitat)",,Full,https://www.cabi.org/isc/datasheet/107788/aqb
"Berberis thunbergii","Japanese barberry",Full,https://www.cabi.org/isc/datasheet/8808/aqb
"Bidens frondosa","beggarticks",Full,https://www.cabi.org/isc/datasheet/108916/aqb
"Bidens pilosa","blackjack",Full,https://www.cabi.org/isc/datasheet/9148/aqb
"Blattella germanica","German cockroach",Full,https://www.cabi.org/isc/datasheet/9408/aqb
"Blechnum occidentale","palm fern",Full,https://www.cabi.org/isc/datasheet/118974/aqb
"bluetongue",,Full,https://www.cabi.org/isc/datasheet/91521/aqb
"bluetongue virus",,Full,https://www.cabi.org/isc/datasheet/91520/aqb
"Blumeria graminis","powdery mildew of grasses and cereals",Full,https://www.cabi.org/isc/datasheet/22075/aqb
"Bocconia frutescens","plume poppy",Full,https://www.cabi.org/isc/datasheet/9449/aqb
"Boerhavia coccinea","scarlet spiderling",Full,https://www.cabi.org/isc/datasheet/9459/aqb
"Boerhavia diffusa","red spiderling",Full,https://www.cabi.org/isc/datasheet/9460/aqb
"Boiga irregularis","brown tree snake",Full,https://www.cabi.org/isc/datasheet/91542/aqb
"Bombus terrestris","bumble bee",Full,https://www.cabi.org/isc/datasheet/91578/aqb
"Bonamia ostreae",,Full,https://www.cabi.org/isc/datasheet/91592/aqb
"bonamiosis (Bonamia exitiosa)",,Full,https://www.cabi.org/isc/datasheet/91591/aqb
"bonamiosis (Bonamia ostreae)",,Full,https://www.cabi.org/isc/datasheet/91590/aqb
"Boophilus annulatus",,Full,https://www.cabi.org/isc/datasheet/91605/aqb
"Boophilus decoloratus",,Full,https://www.cabi.org/isc/datasheet/91607/aqb
"Boophilus microplus",,Full,https://www.cabi.org/isc/datasheet/91606/aqb
"Borreria latifolia","broadleaf buttonweed",Full,https://www.cabi.org/isc/datasheet/9478/aqb
"Bos bison","American bison",Full,https://www.cabi.org/isc/datasheet/91401/aqb
"Bos taurus","cattle",Full,https://www.cabi.org/isc/datasheet/91651/aqb
"Bothriocephalus acheilognathi",,Full,https://www.cabi.org/isc/datasheet/91669/aqb
"Bothriocephalus acheilognathi infection",,Full,https://www.cabi.org/isc/datasheet/120803/aqb
"Bothriochloa ischaemum","yellow bluestem",Full,https://www.cabi.org/isc/datasheet/112759/aqb
"Bothriochloa pertusa","pitted beard grass",Full,https://www.cabi.org/isc/datasheet/112761/aqb
"Botrylloides perspicuus",,Full,https://www.cabi.org/isc/datasheet/108855/aqb
"Botrylloides violaceus","violet tunicate",Full,https://www.cabi.org/isc/datasheet/107828/aqb
"Botryosphaeria berengeriana f.sp. pyricola","Physalospora canker",Full,https://www.cabi.org/isc/datasheet/40842/aqb
"Botryotinia porri","Botrytis rot of garlic",Full,https://www.cabi.org/isc/datasheet/9610/aqb
"bovine anaplasmosis",,Full,https://www.cabi.org/isc/datasheet/91734/aqb
"bovine babesiosis",,Full,https://www.cabi.org/isc/datasheet/121449/aqb
"bovine genital campylobacteriosis",,Full,https://www.cabi.org/isc/datasheet/91728/aqb
"bovine herpesvirus 1",,Full,https://www.cabi.org/isc/datasheet/91729/aqb
"bovine herpesvirus 1 infections",,Full,https://www.cabi.org/isc/datasheet/79283/aqb
"bovine leukemia virus",,Full,https://www.cabi.org/isc/datasheet/91731/aqb
"bovine spongiform encephalopathy",,Full,https://www.cabi.org/isc/datasheet/91727/aqb
"bovine theilerioses",,Full,https://www.cabi.org/isc/datasheet/62110/aqb
"bovine tuberculosis",,Full,https://www.cabi.org/isc/datasheet/91739/aqb
"bovine venereal trichomonosis",,Full,https://www.cabi.org/isc/datasheet/91749/aqb
"bovine viral diarrhea virus",,Full,https://www.cabi.org/isc/datasheet/91725/aqb
"bovine viral diarrhoea",,Full,https://www.cabi.org/isc/datasheet/74228/aqb
"Brachidontes pharaonis",,Full,https://www.cabi.org/isc/datasheet/109127/aqb
"Brachypodium distachyon","purple false brome",Full,https://www.cabi.org/isc/datasheet/112778/aqb
"Brachypodium sylvaticum","slender false brome",Full,https://www.cabi.org/isc/datasheet/9890/aqb
"Branta canadensis","Canada goose",Full,https://www.cabi.org/isc/datasheet/91754/aqb
"Branta hutchinsii",,Full,https://www.cabi.org/isc/datasheet/109129/aqb
"Brassica nigra","black mustard",Full,https://www.cabi.org/isc/datasheet/10097/aqb
"Brassica tournefortii","African mustard",Full,https://www.cabi.org/isc/datasheet/50069/aqb
"Brenneria salicis","watermark",Full,https://www.cabi.org/isc/datasheet/21936/aqb
"Brevipalpus chilensis","Chilean false red mite",Full,https://www.cabi.org/isc/datasheet/10173/aqb
"Brevipalpus lewisi","citrus flat mite",Full,https://www.cabi.org/isc/datasheet/10175/aqb
"Brevipalpus phoenicis","false spider mite",Full,https://www.cabi.org/isc/datasheet/10178/aqb
"Briza maxima","large quaking grass",Full,https://www.cabi.org/isc/datasheet/112795/aqb
"Bromus diandrus","great brome",Full,https://www.cabi.org/isc/datasheet/10024/aqb
"Bromus hordeaceus","soft brome",Full,https://www.cabi.org/isc/datasheet/10026/aqb
"Bromus japonicus","Japanese brome",Full,https://www.cabi.org/isc/datasheet/10028/aqb
"Bromus madritensis","compact brome",Full,https://www.cabi.org/isc/datasheet/10029/aqb
"Bromus rigidus","ripgut brome",Full,https://www.cabi.org/isc/datasheet/10032/aqb
"Bromus rubens","red brome",Full,https://www.cabi.org/isc/datasheet/10033/aqb
"Bromus secalinus","rye brome",Full,https://www.cabi.org/isc/datasheet/10034/aqb
"Bromus sterilis","barren brome",Full,https://www.cabi.org/isc/datasheet/10035/aqb
"Bromus tectorum","downy brome",Full,https://www.cabi.org/isc/datasheet/10036/aqb
"Brontispa longissima","coconut hispine beetle",Full,https://www.cabi.org/isc/datasheet/10059/aqb
"Broussonetia papyrifera","paper mulberry",Full,https://www.cabi.org/isc/datasheet/10017/aqb
"Brucella abortus",,Full,https://www.cabi.org/isc/datasheet/90736/aqb
"Brucella melitensis",,Full,https://www.cabi.org/isc/datasheet/90733/aqb
"Brucella ovis",,Full,https://www.cabi.org/isc/datasheet/90737/aqb
"Brucella suis",,Full,https://www.cabi.org/isc/datasheet/90738/aqb
"brucellosis (Brucella abortus)",,Full,https://www.cabi.org/isc/datasheet/90735/aqb
"brucellosis (Brucella melitensis)",,Full,https://www.cabi.org/isc/datasheet/90734/aqb
"brucellosis (Brucella ovis)",,Full,https://www.cabi.org/isc/datasheet/90731/aqb
"brucellosis (Brucella suis)",,Full,https://www.cabi.org/isc/datasheet/68584/aqb
"Bruchophagus roddi","alfalfa seed chalcid",Full,https://www.cabi.org/isc/datasheet/10083/aqb
"Brugmansia candida","angel's trumpet",Full,https://www.cabi.org/isc/datasheet/10133/aqb
"Brugmansia suaveolens","white angel's trumpet",Full,https://www.cabi.org/isc/datasheet/107903/aqb
"Bubalus bubalis","Asian water buffalo",Full,https://www.cabi.org/isc/datasheet/90762/aqb
"Bubulcus ibis","cattle egret",Full,https://www.cabi.org/isc/datasheet/90783/aqb
"Buddleja asiatica","dog tail",Full,https://www.cabi.org/isc/datasheet/10317/aqb
"Buddleja davidii","butterfly bush",Full,https://www.cabi.org/isc/datasheet/10314/aqb
"Bugula neritina","brown bryozoan",Full,https://www.cabi.org/isc/datasheet/109209/aqb
"Bunias orientalis","Turkish warty-cabbage",Full,https://www.cabi.org/isc/datasheet/109130/aqb
"Burkholderia caryophylli","bacterial wilt of carnation",Full,https://www.cabi.org/isc/datasheet/44938/aqb
"Burkholderia pseudomallei",,Full,https://www.cabi.org/isc/datasheet/90893/aqb
"Burkholderia pseudomallei infections",,Full,https://www.cabi.org/isc/datasheet/90892/aqb
"Bursaphelenchus xylophilus","pine wilt nematode",Full,https://www.cabi.org/isc/datasheet/10448/aqb
"Bythotrephes longimanus","spiny waterflea",Full,https://www.cabi.org/isc/datasheet/120606/aqb
"Cabomba caroliniana","Carolina fanwort",Full,https://www.cabi.org/isc/datasheet/107743/aqb
"Cacoecimorpha pronubana","carnation tortrix",Full,https://www.cabi.org/isc/datasheet/54205/aqb
"Cactoblastis cactorum",,,https://www.cabi.org/isc/datasheet/10680/aqb
"Cacyreus marshalli","pelargonium butterfly",Full,https://www.cabi.org/isc/datasheet/10683/aqb
"Caesalpinia decapetala","Mysore thorn",Full,https://www.cabi.org/isc/datasheet/10733/aqb
"Caesalpinia pulcherrima","peacock flower",Full,https://www.cabi.org/isc/datasheet/10728/aqb
"Caesalpinia violacea","brasiletto",Full,https://www.cabi.org/isc/datasheet/10738/aqb
"Calacarus carinatus","purple tea mite",Full,https://www.cabi.org/isc/datasheet/21848/aqb
"Calliandra houstoniana var. calothyrsus","calliandra",Full,https://www.cabi.org/isc/datasheet/14011/aqb
"Callidiellum rufipenne","Japanese cedar longhorn beetle",Full,https://www.cabi.org/isc/datasheet/10631/aqb
"Callinectes sapidus","blue crab",Full,https://www.cabi.org/isc/datasheet/90126/aqb
"Callisia fragrans","basketplant",Full,https://www.cabi.org/isc/datasheet/112884/aqb
"Callisia repens",,Full,https://www.cabi.org/isc/datasheet/13501/aqb
"Callosciurus erythraeus","Pallas's squirrel",Full,https://www.cabi.org/isc/datasheet/91200/aqb
"Callosciurus finlaysonii","Finlayson's squirrel",Full,https://www.cabi.org/isc/datasheet/91203/aqb
"Callosobruchus chinensis","Chinese bruchid",Full,https://www.cabi.org/isc/datasheet/10986/aqb
"Callosobruchus maculatus","cowpea weevil",Full,https://www.cabi.org/isc/datasheet/10987/aqb
"Calonectria pseudonaviculata","Buxus blight",Full,https://www.cabi.org/isc/datasheet/17414/aqb
"Calophyllum inophyllum","Alexandrian laurel",Full,https://www.cabi.org/isc/datasheet/14124/aqb
"Calopogonium caeruleum","jicama",Full,https://www.cabi.org/isc/datasheet/14059/aqb
"Calopogonium mucunoides","calopo",Full,https://www.cabi.org/isc/datasheet/14060/aqb
"Calotropis procera","apple of sodom",Full,https://www.cabi.org/isc/datasheet/16848/aqb
"camelpox",,Full,https://www.cabi.org/isc/datasheet/90206/aqb
"Camelpox virus",,Full,https://www.cabi.org/isc/datasheet/96010/aqb
"Cameraria ohridella","horsechestnut leafminer",Full,https://www.cabi.org/isc/datasheet/40598/aqb
"Campylobacter fetus subsp. venerealis",,Full,https://www.cabi.org/isc/datasheet/90246/aqb
"Campylobacter infections",,Full,https://www.cabi.org/isc/datasheet/90245/aqb
"Campylopus introflexus",,Full,https://www.cabi.org/isc/datasheet/108875/aqb
"Candidatus Hepatobacter penaei",,Full,https://www.cabi.org/isc/datasheet/121668/aqb
"Candidatus Liberibacter solanacearum","zebra chip",Full,https://www.cabi.org/isc/datasheet/109434/aqb
"Candidatus Phytoplasma asteris","yellow disease phytoplasmas",Full,https://www.cabi.org/isc/datasheet/7642/aqb
"Candidatus Phytoplasma palmae","lethal yellowing of coconut",Full,https://www.cabi.org/isc/datasheet/38647/aqb
"Candidula intersecta","wrinkled dune snail",Full,https://www.cabi.org/isc/datasheet/11164/aqb
"canine distemper",,Full,https://www.cabi.org/isc/datasheet/121101/aqb
"canine distemper virus",,Full,https://www.cabi.org/isc/datasheet/96093/aqb
"Canis latrans","Coyote",Full,https://www.cabi.org/isc/datasheet/90296/aqb
"Canis lupus familiaris",,,https://www.cabi.org/isc/datasheet/90295/aqb
"Canna indica","canna lilly",Full,https://www.cabi.org/isc/datasheet/14575/aqb
"Cannabis sativa","hemp",Full,https://www.cabi.org/isc/datasheet/14497/aqb
"Capra hircus",,,https://www.cabi.org/isc/datasheet/90416/aqb
"Caprella mutica",,Full,https://www.cabi.org/isc/datasheet/107759/aqb
"caprine arthritis encephalitis",,Full,https://www.cabi.org/isc/datasheet/90419/aqb
"caprine arthritis encephalitis virus",,Full,https://www.cabi.org/isc/datasheet/90420/aqb
"Capsella bursa-pastoris","shepherd's purse",Full,https://www.cabi.org/isc/datasheet/11223/aqb
"Capsicum baccatum","pepper",Full,https://www.cabi.org/isc/datasheet/120109/aqb
"Carassius auratus auratus","goldfish",Full,https://www.cabi.org/isc/datasheet/90563/aqb
"Carassius carassius","crucian carp",Full,https://www.cabi.org/isc/datasheet/90564/aqb
"Carassius cuvieri","Japanese crucian carp",Full,https://www.cabi.org/isc/datasheet/90565/aqb
"Carassius gibelio","Prussian carp",Full,https://www.cabi.org/isc/datasheet/90562/aqb
"Carcinus maenas","European shore crab",Full,https://www.cabi.org/isc/datasheet/90475/aqb
"Cardiospermum grandiflorum",,,https://www.cabi.org/isc/datasheet/112965/aqb
"Cardiospermum halicacabum","balloon vine",Full,https://www.cabi.org/isc/datasheet/16033/aqb
"Carduus nutans","nodding thistle",Full,https://www.cabi.org/isc/datasheet/11259/aqb
"Carduus pycnocephalus","Italian thistle",Full,https://www.cabi.org/isc/datasheet/11260/aqb
"Carex kobomugi","Asiatic sand sedge",Full,https://www.cabi.org/isc/datasheet/112985/aqb
"Carijoa riisei","branched pipe coral",Full,https://www.cabi.org/isc/datasheet/107829/aqb
"Carpobrotus edulis","hottentot fig",Full,https://www.cabi.org/isc/datasheet/10648/aqb
"Carpodacus mexicanus","house finch",Full,https://www.cabi.org/isc/datasheet/90438/aqb
"Carposina sasakii","peach fruit moth",Full,https://www.cabi.org/isc/datasheet/11401/aqb
"Cassava brown streak viruses","cassava brown streak disease",Full,https://www.cabi.org/isc/datasheet/17107/aqb
"Cassava mosaic disease","African cassava mosaic",Full,https://www.cabi.org/isc/datasheet/2747/aqb
"Cassia fistula","Indian laburnum",Full,https://www.cabi.org/isc/datasheet/11434/aqb
"Cassia grandis","pink shower",Full,https://www.cabi.org/isc/datasheet/11439/aqb
"Cassia javanica","pink shower",Full,https://www.cabi.org/isc/datasheet/11443/aqb
"Cassytha filiformis","love-vine",Full,https://www.cabi.org/isc/datasheet/11493/aqb
"Castilla elastica","Mexican rubber tree",Full,https://www.cabi.org/isc/datasheet/11498/aqb
"Castor canadensis","beaver",Full,https://www.cabi.org/isc/datasheet/90583/aqb
"Casuarina cunninghamiana","Australian beefwood",Full,https://www.cabi.org/isc/datasheet/16711/aqb
"Casuarina equisetifolia","casuarina",Full,https://www.cabi.org/isc/datasheet/16718/aqb
"Casuarina glauca","scaly oak (Australia)",Full,https://www.cabi.org/isc/datasheet/16719/aqb
"Catharanthus roseus","Madagascar periwinkle",Full,https://www.cabi.org/isc/datasheet/16884/aqb
"Caulerpa racemosa var. cylindracea",,Full,https://www.cabi.org/isc/datasheet/107735/aqb
"Caulerpa taxifolia","killer algae",Full,https://www.cabi.org/isc/datasheet/29292/aqb
"Cavia porcellus","domesticated guinea pig",Full,https://www.cabi.org/isc/datasheet/89562/aqb
"Cecropia peltata","trumpet tree",Full,https://www.cabi.org/isc/datasheet/11955/aqb
"Cedrela odorata","Spanish cedar",Full,https://www.cabi.org/isc/datasheet/11975/aqb
"Celastrus orbiculatus","Asiatic bittersweet",Full,https://www.cabi.org/isc/datasheet/12009/aqb
"Cenchrus biflorus","Indian sandbur",Full,https://www.cabi.org/isc/datasheet/113042/aqb
"Cenchrus ciliaris","Buffel grass",Full,https://www.cabi.org/isc/datasheet/14502/aqb
"Cenchrus echinatus","southern sandbur",Full,https://www.cabi.org/isc/datasheet/14501/aqb
"Centaurea debeauxii","meadow knapweed",Full,https://www.cabi.org/isc/datasheet/113056/aqb
"Centaurea diffusa","diffuse knapweed",Full,https://www.cabi.org/isc/datasheet/12039/aqb
"Centaurea iberica",,Full,https://www.cabi.org/isc/datasheet/109132/aqb
"Centaurea macrocephala",,Full,https://www.cabi.org/isc/datasheet/12041/aqb
"Centaurea melitensis",,Full,https://www.cabi.org/isc/datasheet/109133/aqb
"Centaurea solstitialis","yellow starthistle",Full,https://www.cabi.org/isc/datasheet/12043/aqb
"Centaurea stoebe subsp. micranthos","spotted knapweed",Full,https://www.cabi.org/isc/datasheet/12040/aqb
"Centella asiatica","Asiatic pennywort",Full,https://www.cabi.org/isc/datasheet/12048/aqb
"Centratherum punctatum","lark daisy",Full,https://www.cabi.org/isc/datasheet/14608/aqb
"Cerataphis lataniae","palm aphid",Full,https://www.cabi.org/isc/datasheet/16743/aqb
"Ceratitis capitata","Mediterranean fruit fly",Full,https://www.cabi.org/isc/datasheet/12367/aqb
"Ceratitis cosyra","mango fruit fly",Full,https://www.cabi.org/isc/datasheet/12370/aqb
"Ceratitis rosa","Natal fruit fly",Full,https://www.cabi.org/isc/datasheet/12378/aqb
"Ceratocephala testiculata","bur buttercup",Full,https://www.cabi.org/isc/datasheet/113121/aqb
"Ceratocystis fagacearum","oak wilt",Full,https://www.cabi.org/isc/datasheet/12142/aqb
"Ceratocystis fimbriata","Ceratocystis blight",Full,https://www.cabi.org/isc/datasheet/12143/aqb
"Ceratocystis platani","canker stain of plane",Full,https://www.cabi.org/isc/datasheet/12144/aqb
"Ceratophyllum demersum","coontail",Full,https://www.cabi.org/isc/datasheet/16222/aqb
